"Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số phân theo địa phương chia theo Địa phương và Năm"

"Kon Tum";47.9;50.5;51.5;54.3;54.6;56.8;56.7;58.6;59.3;58.6;58.5;58.5
"Gia Lai";51.3;52.4;53.8;54.4;56.4;59.0;59.1;60.1;60.2;59.8;59.8;59.9
"Đắk Lắk";49.6;49.9;50.3;53.5;53.7;55.9;56.0;57.3;58.3;60.1;60.3;60.4
"Đắk Nông";53.0;52.7;51.6;57.0;57.1;59.1;59.3;63.0;61.8;63.3;62.4;61.5
"Lâm Đồng";52.8;52.1;53.7;54.9;55.0;55.9;57.9;57.2;59.0;60.5;61.2;60.4
"Đông Nam Bộ";48.0;50.9;53.1;53.4;53.2;54.4;55.3;54.8;54.5;54.0;54.0;57.1
"Bình Phước";52.6;52.1;55.9;57.0;57.4;57.1;61.1;59.4;59.4;59.5;59.2;59.8
"Tây Ninh";53.2;55.5;56.9;56.3;56.6;58.9;58.9;58.5;57.1;57.1;57.4;59.9
"Bình Dương";51.6;53.8;58.0;62.7;60.9;62.3;64.8;64.9;66.1;63.4;62.6;62.3
"Đồng Nai";51.1;51.0;52.8;53.4;55.3;57.5;57.4;56.2;56.4;54.7;54.0;56.3
"Bà Rịa - Vũng Tàu";45.2;48.8;49.9;48.8;50.6;52.6;53.6;53.8;49.8;51.5;53.6;53.1
"TP.Hồ Chí Minh";45.2;49.7;51.6;51.2;50.1;50.9;51.5;51.0;50.9;50.7;51.0;51.2
"Đồng bằng sông Cửu Long";52.8;54.8;55.5;56.2;56.7;57.6;58.4;57.8;57.7;57.3;57.9;58.2
"Long An";54.3;60.5;55.7;57.0;57.0;56.7;60.3;60.4;59.3;58.5;59.0;59.5
"Tiền Giang";52.5;57.3;54.8;58.6;58.6;57.2;60.2;61.9;60.3;61.4;61.8;62.3
"Bến Tre";53.5;55.8;58.8;59.6;61.1;60.8;60.4;60.6;63.6;62.8;62.6;63.4
"Trà Vinh";54.7;54.7;53.7;57.9;56.2;58.9;58.1;58.0;58.5;57.9;57.8;59.1
"Vĩnh Long";53.7;57.7;59.8;58.2;57.0;58.6;58.6;58.5;59.1;57.8;58.2;58.9
"Đồng Tháp";52.4;55.3;57.9;56.9;56.9;58.2;57.7;57.2;59.1;58.9;64.4;59.9
"An Giang";55.1;54.7;56.0;55.5;56.2;59.2;59.4;57.8;55.3;55.3;55.9;55.5
"Kiên Giang";50.8;50.9;52.6;54.5;55.2;57.3;58.9;55.7;56.8;55.3;54.7;54.8
"Cần Thơ";52.0;54.6;56.1;52.3;55.1;55.4;56.0;55.5;55.1;53.6;54.5;54.8
"Hậu Giang";54.2;56.0;56.7;58.0;58.2;57.6;58.0;59.1;58.3;58.9;60.2;61.5
"Sóc Trăng";54.5;53.4;53.9;56.0;56.7;55.8;55.9;54.1;52.4;52.2;52.3;54.4
"Bạc Liêu";51.5;50.6;54.4;53.7;54.3;56.7;57.2;55.7;56.0;55.6;54.3;55.6
"Cà Mau";46.8;49.3;51.9;53.2;54.1;55.0;56.6;55.6;56.4;56.5;56.6;56.2

"Từ năm 2008 tới nay, số liệu thành phố Hà Nội bao gồm cả tỉnh "
"Hà Tây."

